filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/uniswapv2/interfaces/IUniswapV2Factory.sol,IUniswapV2Factory.sol,securify,solidity,2022/11/17,20230506_1212,1683375150,3.321262598,0,,,,
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/uniswapv2/UniswapV2Router02.sol,UniswapV2Router02.sol,securify,solidity,2022/11/17,20230506_1212,1683375162,2.977803946,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/uniswapv2/UniswapV2ERC20.sol,UniswapV2ERC20.sol,securify,solidity,2022/11/17,20230506_1213,1683375219,2.303734303,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/uniswapv2/UniswapV2Factory.sol,UniswapV2Factory.sol,securify,solidity,2022/11/17,20230506_1213,1683375190,1.974010229,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/uniswapv2/libraries/SafeMath.sol,SafeMath.sol,securify,solidity,2022/11/17,20230506_1214,1683375276,3.359704256,0,,,,
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/uniswapv2/libraries/UniswapV2Library.sol,UniswapV2Library.sol,securify,solidity,2022/11/17,20230506_1214,1683375247,2.049151421,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/uniswapv2/libraries/TransferHelper.sol,TransferHelper.sol,securify,solidity,2022/11/17,20230506_1215,1683375309,3.832106352,0,,,,
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/uniswapv2/libraries/UQ112x112.sol,UQ112x112.sol,securify,solidity,2022/11/17,20230506_1215,1683375345,1.94382453,0,,,,
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/uniswapv2/libraries/Math.sol,Math.sol,securify,solidity,2022/11/17,20230506_1216,1683375383,2.311279058,0,,,,
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/uniswapv2/UniswapV2Pair.sol,UniswapV2Pair.sol,securify,solidity,2022/11/17,20230506_1216,1683375414,1.337455034,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/GovernorAlpha.sol,GovernorAlpha.sol,securify,solidity,2022/11/17,20230506_1217,1683375443,2.534065723,1,,analysis incomplete,,exception (java.io.IOException)
victim_dataset/0x62359Ed7505Efc61FF1D56fEF82158CcaffA23D7/contracts/NBUNIERC20.sol,NBUNIERC20.sol,securify,solidity,2022/11/17,20230506_1217,1683375472,3.502383232,1,,analysis incomplete,,exception (java.io.IOException)
